QuestionId,AnswerType,AnswerText,MisconceptionId
684,A,\( \begin{array}{r}\quad\space3152 \\ -809\end{array} \),2203.0
684,B,\( \begin{array}{r}\quad\quad3152 \\ -89\end{array} \),539.0
684,C,\( \begin{array}{r}\space3152 \\ -\space809\end{array} \),
684,D,\( \begin{array}{r}3152 \\ -\space 89\end{array} \),539.0
685,A,\( 3 \),
685,B,\( 6 \),1702.0
685,C,\( 9 \),2150.0
685,D,\( 18 \),710.0
686,A,\( -3 \),1308.0
686,B,\( 5 \),
686,C,\( 3 \),1805.0
686,D,\( 6 \),902.0
687,A,\( 8699 \),2392.0
687,B,\( 8700 \),
687,C,\( 8690 \),1379.0
687,D,\( 9000 \),1248.0
688,A,They are equal,8.0
688,B,They are parallel,114.0
688,C,"They add together to make
\[
180^{\circ}
\]",
688,D,"They add together to make
\[
360^{\circ}
\]",2362.0
689,A,\( p=0.5 \),
689,B,\( p=50 \),1214.0
689,C,\( p=2 \),623.0
689,D,There are no solutions,1130.0
690,A,Only Tom,1198.0
690,B,Only Katie,
690,C,Both Tom and Katie,1198.0
690,D,Neither is correct,1198.0
691,A,\( 0.3 \),1151.0
691,B,\( 2700 \),1651.0
691,C,\( 0.27 \),
691,D,\( 2.7 \),704.0
692,A,\( 0.003 \),
692,B,\( 0.03 \),2481.0
692,C,\( 0.3 \),2481.0
692,D,\( 0.0003 \),2481.0
693,A,\( 54 \),
693,B,\( 2 \),2271.0
693,C,\( -2 \),2271.0
693,D,\( 44 \),1383.0
694,A,\( \frac{2}{s t} \),
694,B,\( \frac{t+2 s}{s t} \),1549.0
694,C,\( \frac{3}{s+t} \),1980.0
694,D,\( \frac{3}{s t} \),317.0
695,A,\( 3 \),15.0
695,B,\( 13 \),
695,C,\( 22 \),1507.0
695,D,\( 12 \),
696,A,\( \frac{2}{3} \),2124.0
696,B,\( 1 \frac{2}{3} \),687.0
696,C,\( \frac{5}{3} \),
696,D,\( \frac{4}{2} \),2124.0
697,A,\( 2 \),377.0
697,B,A little more than \( 2 \),
697,C,\( 3 \),836.0
697,D,A little less than \( 2 \),
698,A,\( \frac{1}{9} \),1280.0
698,B,\( \frac{1}{20} \),
698,C,\( \frac{2}{9} \),217.0
698,D,\( \frac{2}{20} \),317.0
699,A,Only Tom,1287.0
699,B,Only Katie,
699,C,Both Tom and Katie,1287.0
699,D,Neither is correct,1073.0
700,A,\( t \),2398.0
700,B,\( t+1 \),
700,C,\( t-1 \),
700,D,Does not simplify,113.0
701,A,\( 301 \),1737.0
701,B,\( 300 \),1737.0
701,C,\( 299 \),
701,D,\( 202 \),
702,A,\( 0.06 \),1248.0
702,B,\( 0.05 \),1248.0
702,C,\( 1 \),1988.0
702,D,\( 0 \),
703,A,\( 65^{\circ} \),1505.0
703,B,\( 125^{\circ} \),699.0
703,C,\( 115^{\circ} \),
703,D,Not enough information to work it out,451.0
704,A,\( 4 \mathrm{~cm}^{2} \),1527.0
704,B,\( 60 \mathrm{~cm}^{2} \),
704,C,\( 44 \mathrm{~cm}^{2} \),
704,D,\( 104 \mathrm{~cm}^{2} \),
705,A,\( 19199 \),1988.0
705,B,\( 20074 \),1379.0
705,C,\( 20043 \),
705,D,\( 19949 \),1988.0
706,A,Alternate,2454.0
706,B,Corresponding,
706,C,Co-Interior,785.0
706,D,Parallel,280.0
707,A,\( 96 \),
707,B,\( 100 \),
707,C,\( 64 \),11.0
707,D,\( 80 \),1100.0
708,A,\( 25 \% \),1786.0
708,B,\( 40 \% \),
708,C,\( 50 \% \),
708,D,\( 4 \% \),61.0
709,A,\( y=10 \),
709,B,\( x=-1 \),445.0
709,C,\( y=-2 \),2113.0
709,D,\( x=-2 \),
710,A,Square,1180.0
710,B,Rhombus,1180.0
710,C,Kite,1180.0
710,D,Rectangle,
711,A,\( 32 \),672.0
711,B,\( 5 \),
711,C,\( 4 \),
711,D,\( -3 \),
712,A,\( 8 \frac{1}{4} \),2271.0
712,B,\( 7 \frac{3}{4} \),
712,C,\( 2 \),520.0
712,D,\( 32 \),674.0
713,A,\( \frac{360}{40} \times 540 \),946.0
713,B,\( \frac{40}{360} \times 540 \),
713,C,\( \frac{40}{540} \times 360 \),
713,D,You need more information,1329.0
714,A,\( -401 \),
714,B,\( 391 \),1054.0
714,C,\( -391 \),
714,D,This problem cannot be solved,712.0
715,A,"Only
Tom",
715,B,Only Katie,340.0
715,C,Both Tom and Katie,340.0
715,D,Neither is correct,1130.0
716,A,\( 270^{\circ} \),263.0
716,B,\( 225^{\circ} \),
716,C,\( 045^{\circ} \),1040.0
716,D,\( 315^{\circ} \),
717,A,\( p(p-10) \),113.0
717,B,\( (p-10)(p-10) \),547.0
717,C,\( (p-10)(p+10) \),
717,D,Does not factorise,113.0
718,A,"Only
Tom",331.0
718,B,"Only
Katie",1614.0
718,C,Both Tom and Katie,
718,D,Neither is correct,331.0
719,A,\( 321000 \),
719,B,\( 320050 \),1248.0
719,C,\( 320100 \),
719,D,\( 320000 \),
720,A,\( n+5 \),1524.0
720,B,\( 2 n+3 \),845.0
720,C,\( 10 n \),
720,D,\( 5 n+2 \),2027.0
721,A,\( 45.6 \),739.0
721,B,\( 50 \),
721,C,\( 40 \),1379.0
721,D,\( 4 \),
722,A,Only Tom,
722,B,Only Katie,
722,C,Both Tom and Katie,1214.0
722,D,Neither is correct,340.0
723,A,\( x=-9 \),379.0
723,B,"\( x=3.5, \quad x=-2.5 \)",212.0
723,C,"\( x=2.2, \quad x=-1.2 \)",
723,D,No real solutions,
724,A,"\( (3,3) \)",1990.0
724,B,"\( (3,0) \)",1990.0
724,C,"\( (3,-1) \)",
724,D,"\( (3,-3) \)",1990.0
725,A,\( 21 \),481.0
725,B,\( -4 \),1510.0
725,C,\( 4 \),458.0
725,D,\( 10 \),
726,A,\( 124 \mathrm{~cm}^{2} \),
726,B,\( 154 \mathrm{~cm}^{2} \),1953.0
726,C,\( 180 \mathrm{~cm}^{2} \),743.0
726,D,\( 189 \mathrm{~cm}^{2} \),
727,A,\( 9 \) and \( 14 \),
727,B,\( 18 \) and \( 28 \),
727,C,\( 81 \) and \( 196 \),2316.0
727,D,\( -3 \) and \( -0.5 \),2389.0
728,A,\( 16-(6+4) \div 2 \),1507.0
728,B,\( (16-6)+4 \div 2 \),1507.0
728,C,\( 16-6+(4 \div 2) \),1507.0
728,D,\( (16-6+4) \div 2 \),
729,A,\( -1 \),1818.0
729,B,\( 3 \),
729,C,\( 6 \),1543.0
729,D,\( -3 \),
730,A,\( 6 \),302.0
730,B,\( 3 \),2238.0
730,C,\( 16 \),
730,D,\( 12 \),
731,A,\( 1 \),
731,B,\( 3 \),1618.0
731,C,\( 9 \),2576.0
731,D,None of these numbers are cube numbers,2583.0
732,A,"\( (3,1) \)",
732,B,"\( (1,1) \)",1682.0
732,C,"\( (1,3) \)",
732,D,"\( (-3,1) \)",
733,A,\( 121 \),339.0
733,B,\( 1152 \),2271.0
733,C,\( 128 \),
733,D,\( 161 \),138.0
734,A,![Rectangle](),
734,B,![Square](),2355.0
734,C,![Trapezium](),2355.0
734,D,![Hexagon](),1007.0
735,A,\( 120 \mathrm{~m}^{2} \),1527.0
735,B,\( 224 \mathrm{~m}^{2} \),
735,C,\( 130 \mathrm{~m}^{2} \),1527.0
735,D,\( 108 \mathrm{~m}^{2} \),1527.0
736,A,A,
736,B,B,926.0
736,C,C,
736,D,D,
737,A,\( 5 \),
737,B,\( 25 \),2384.0
737,C,\( 9 \),
737,D,\( 72 \),1140.0
738,A,A,860.0
738,B,B,1488.0
738,C,C,1640.0
738,D,D,
739,A,\(l3llgg\),1630.0
739,B,\( l 3 l^{2} g^{2} \),2051.0
739,C,\( 3 g^{2} l^{3} \),
739,D,\( 3 g g l^{3} \),1630.0
740,A,\( 0 \),1876.0
740,B,\( 0.0 \),1876.0
740,C,\( 0.04 \),739.0
740,D,\( 0.037 \),
741,A,Variable,196.0
741,B,Expression,1834.0
741,C,Equation,
741,D,Term,68.0
742,A,\( 8 n+86 \),2016.0
742,B,\( -8 n+106 \),
742,C,\( -8 n \),1582.0
742,D,\( -8 n+102 \),
743,A,Only Tom,
743,B,Only Katie,77.0
743,C,Both Tom and Katie,
743,D,Neither is correct,
744,A,Equal,1480.0
744,B,Parallel,
744,C,Perpendicular,1480.0
744,D,Horizontal,1480.0
745,A,\( 15 \),
745,B,\( 5 \),2389.0
745,C,\( 14 \),77.0
745,D,\( 4.5 \),
746,A,\( 10 \),1507.0
746,B,\( 7 \),
746,C,\( 12 \),2488.0
746,D,\( 4 \),1862.0
747,A,A,
747,B,B,1701.0
747,C,C,
747,D,D,
748,A,![A hexagon.](),1927.0
748,B,![A 3D-shape with 2 identical hexagonal faces connected by 6 rectangular faces.](),
748,C,![A 3D-shape with a hexagonal base and 6 triangular faces that meet at a single vertex above the hexagonal base.](),1783.0
748,D,![A 3D-shape with 2 identical octagonal faces connected by 8 rectangular faces.](),374.0
749,A,\( 990 \),
749,B,\( 1000 \),1248.0
749,C,\( 989 \),2392.0
749,D,\( 980 \),1379.0
750,A,\( \frac{3}{m-2} \),
750,B,\( \frac{3 m}{m^{2}-2 m} \),143.0
750,C,\( \frac{3}{m-3} \),
750,D,Does not simplify,
751,A,![Pie chart showing hits highlighted with 320 degrees of the chart and misses with 40 degrees.](),
751,B,"![Pie chart showing hits with 2/3 of the chart and misses, highlighted in red, with 1/3]()",1769.0
751,C,"![Pie chart showing hits, in white, with 320 degrees of the chart and misses, highlighted in red, with 40 degrees.]()",
751,D,"![Pie chart showing hits with just over 1/3 of the chart, highlighted in red and misses, in white, with just under 2/3]()",
752,A,What question was asked,
752,B,Nothing,1767.0
752,C,A key,
752,D,"Other needs to
say what
flavour it is",252.0
753,A,\( -1 \),
753,B,\( -\frac{1}{4} \),1704.0
753,C,\( -1.5 \),1849.0
753,D,\( -4 \),
754,A,\( 1 \),1537.0
754,B,\( -1 \),
754,C,\( 4 \),141.0
754,D,\( -4 \),
755,A,\( 69.93 \),
755,B,\( 70.94 \),699.0
755,C,\( 70.03 \),2346.0
755,D,\( 69.94 \),
756,A,\( 10000 \),1651.0
756,B,\( 100 \),
756,C,\( 10 \),230.0
756,D,\( 0.01 \),
757,A,\( 24 \),1948.0
757,B,\( 6 \),2539.0
757,C,\( \sqrt{12} \),458.0
757,D,\( 144 \),
758,A,\( t=12^{\circ} \),426.0
758,B,\( t=78^{\circ} \),
758,C,\( t=102^{\circ} \),236.0
758,D,\( t=282^{\circ} \),48.0
759,A,\( 8 \times 20-8 \times 6 \),
759,B,\( 8 \times 20+8 \times 6 \),709.0
759,C,\( 8 \times 14-8 \times 6 \),1295.0
759,D,\( 8 \times 14+8 \times 6 \),
760,A,Only Tom,1839.0
760,B,Only Katie,1839.0
760,C,Both Tom and Katie,
760,D,Neither is correct,1839.0
761,A,\( 20 \),
761,B,\( 9 \),2279.0
761,C,\( 5 \),2094.0
761,D,\( 2 \),
762,A,\( \frac{23}{3} \),
762,B,\( 3 \frac{1}{10} \),
762,C,\( \frac{31}{10} \),687.0
762,D,\( 3 \frac{2}{3} \),172.0
763,A,\( y=(x-2)(x+1) \),224.0
763,B,\( y=(x-1)(x+2) \),
763,C,\( y=x^{2}-2 \),2425.0
763,D,\( y=x^{2}-2 x \),
764,A,always true,
764,B,sometimes true,
764,C,never true,2417.0
764,D,Impossible to say,2417.0
765,A,![The correct answer](),
765,B,![An incorrect answer](),2241.0
765,C,![An incorrect answer](),2025.0
765,D,![An incorrect answer](),1927.0
766,A,\( 4 \),
766,B,\( 5 \),1560.0
766,C,\( 10 \),2166.0
766,D,\( 20 \),
767,A,"""All circles are similar""",1895.0
767,B,"""All equilateral triangles are similar""",1509.0
767,C,"""All rhombuses are similar""",
767,D,"""All regular decagons are similar""",1509.0
768,A,"\( 909,051 \)",
768,B,"\( 809,051 \)",1383.0
768,C,"\( 999,051 \)",1533.0
768,D,"\( 8,990,510,000 \)",126.0
769,A,\( 0.3 \),1954.0
769,B,\( 30 \),1050.0
769,C,\( 300 \),784.0
769,D,\( 3000 \),
770,A,Only Tom,
770,B,"Only
Katie",1976.0
770,C,Both Tom and Katie,
770,D,Neither is correct,
771,A,"![A straight line from bottom left to top right, starting from above the origin ]()",
771,B,"![A straight line from top left to bottom right, starting from above the origin]()",16.0
771,C,![A curved line from top left rapidly descending as it moves right before slowing down and levelling out ](),
771,D,"![A straight line from bottom left to top right, starting from the origin]()",766.0
772,A,\( 0.036 \),1035.0
772,B,\( 0.306 \),151.0
772,C,\( 0.36 \),
772,D,\( 3.6 \),2350.0
773,A,\( 3 \),
773,B,\( 30 \),1120.0
773,C,\( 300 \),1645.0
773,D,\( 3000000 \),1074.0
774,A,A,
774,B,B,
774,C,C,1880.0
774,D,D,
775,A,\( 11 \) hours and \( 40 \) minutes,
775,B,\( 10 \) hours,161.0
775,C,\( 14 \) hours and \( 66 \) minutes,427.0
775,D,\( 14 \) hours and \( 40 \) minutes,
776,A,\( 1.5 \),1384.0
776,B,\( 1.8 \),1047.0
776,C,\( 1.9 \),671.0
776,D,\( 1.75 \),
777,A,"- Draw a straight line with a ruler
- Set the compasses to a width equal to the length of the line
- Draw an arc above the line from one end of the line
- Do the same from the other end of the line 
- Draw a straight line from the ends of each line to where the arcs intersect 
- Bisect the angle created",
777,B,"- Draw a straight line with a ruler
- Set the compasses to a width at least the length of the line
- Draw an arc above the line and below from one end of the line
- Do the same from the other end of the line
- Join up where the lines intersect
- Bisect the angle created",
777,C,"- Draw a straight line with a ruler
- Set the compasses to a width equal to the length of the line
- Draw an arc above the line from one end of the line
- Do the same from the other end of the line 
- Draw a straight line from the ends of each line to where the arcs intersect",
777,D,"- Draw a straight line with a ruler
- Set the compasses to a width at least the length of the line
- Draw an arc above the line and below from one end of the line
- Do the same from the other end of the line 
- Join up where the lines intersect",542.0
778,A,Only Tom,220.0
778,B,Only Katie,
778,C,Both Tom and Katie,220.0
778,D,Neither is correct,1017.0
779,A,"Only
Tom",109.0
779,B,"Only
Katie",
779,C,Both Tom and Katie,
779,D,Neither is correct,
780,A,Only Tom,106.0
780,B,Only Katie,
780,C,Both Tom and Katie,106.0
780,D,Neither is correct,106.0
781,A,\( 0 \),1399.0
781,B,\( 1 \),1687.0
781,C,\( 2 \),
781,D,\( 4 \),2355.0
782,A,\( \frac{9}{12} \),1825.0
782,B,\( \frac{3}{4} \),
782,C,\( \frac{21}{28} \),1825.0
782,D,Cannot be simplified,
783,A,\( -2 \),
783,B,\( 2 \),141.0
783,C,\( -9 \),
783,D,\( 9 \),166.0
784,A,\( (x+8)(x-8) \),
784,B,\( x(x-64) \),113.0
784,C,\( x(x-8) \),113.0
784,D,\( (x-8)(x-8) \),547.0
785,A,\( 360^{\degree} \),28.0
785,B,\( 540^{\degree} \),
785,C,\( 720^{\degree} \),455.0
785,D,Not enough information to work it out,1426.0
786,A,\( \frac{1}{3} \),1184.0
786,B,\( \frac{1}{4} \),
786,C,\( \frac{1}{6} \),
786,D,\( \frac{1}{7} \),
787,A,"Only
Jo",1214.0
787,B,"Only
Paul",1214.0
787,C,Both Jo and Paul,1214.0
787,D,Neither is correct,
788,A,"\( (1,4) \)",
788,B,"\( (1,-4) \)",117.0
788,C,"\( (-1,4) \)",2436.0
788,D,"\( (-1,-4) \)",166.0
789,A,\( \frac{8}{20} \),217.0
789,B,\( \frac{8}{10} \),29.0
789,C,\( \frac{4}{5} \),
789,D,\( \frac{4}{10} \),217.0
790,A,A,895.0
790,B,B,
790,C,C,
790,D,None of these lines are correct,
791,A,\( 3 \),
791,B,\( 0 \),1155.0
791,C,\( 2 \),
791,D,\( 1 \),58.0
792,A,\( 2 \),
792,B,\( 3 \),
792,C,\( 6 \),
792,D,\( 4 \),391.0
793,A,\( \sqrt{\left(x_{2}+x_{1}\right)^{2}-\left(y_{2}+y_{1}\right)^{2}} \),
793,B,\( \sqrt{\left(x_{2}-x_{1}\right)^{2}+\left(y_{2}-y_{1}\right)^{2}} \),
793,C,"\( \left(\frac{x_{1}+x_{2}}{2}, \frac{y_{1}+y_{2}}{2}\right) \)",745.0
793,D,\( \frac{y_{2}-y_{1}}{x_{2}-x_{1}} \),1386.0
794,A,\( \frac{1}{3} \),2265.0
794,B,\( 0.1 \),
794,C,\( 0.2 \),1511.0
794,D,Impossible to know,
795,A,\( 43 \),
795,B,\( 27 \),1773.0
795,C,\( 21 \),
795,D,\( 5 \),
796,A,\( 24 \),2316.0
796,B,\( 122 \),2352.0
796,C,\( 144 \),
796,D,\( 1212 \),446.0
797,A,Only Tom,
797,B,Only Katie,433.0
797,C,Both Tom and Katie,
797,D,Neither is correct,
798,A,\( x+3 \),
798,B,\( +3 x \),583.0
798,C,\( x-3 \),2143.0
798,D,\( -3 x \),
799,A,\( \frac{7}{12} \),1514.0
799,B,\( \frac{3}{12} \),
799,C,\( \frac{4}{6} \),172.0
799,D,\( \frac{4}{12} \),1206.0
800,A,\( 180^{\circ} \),528.0
800,B,\( 120^{\circ} \),
800,C,\( 90^{\circ} \),1069.0
800,D,Not enough information,51.0
801,A,\( 5 \),
801,B,\( 6 \),
801,C,\( 10 \),227.0
801,D,\( 4 \),227.0
802,A,\( t=2 \frac{3}{4} \),
802,B,\( t=-\frac{7}{12} \),78.0
802,C,\( t=\frac{3}{4} \),1566.0
802,D,\( t=\frac{11}{12} \),
803,A,"\( (3,1) \)",1990.0
803,B,"\( (3,0) \)",1990.0
803,C,"\( (3,-1) \)",
803,D,"\( (1,3) \)",1990.0
804,A,\( 3 \),
804,B,\( 4 \),
804,C,\( 5 \),
804,D,\( 6 \),512.0
805,A,\( 1 \),
805,B,\( 2 \),
805,C,\( 4 \),
805,D,\( 0 \),1155.0
806,A,\( y \leq 18 \),811.0
806,B,\( y \geq 2 \),133.0
806,C,\( y \leq 2 \),
806,D,\( y \geq 18 \),
807,A,\( -4 \),2245.0
807,B,\( 4 \),
807,C,\( 5 \),
807,D,\( -5 \),265.0
808,A,Only Tom,
808,B,"Only
Katie",
808,C,Both Tom and Katie,1283.0
808,D,Neither is correct,270.0
809,A,\( u=5 t-8 \),1190.0
809,B,\( u=\frac{7 t-13}{5+2 t} \),
809,C,\( u=\frac{5+2 t}{7 t-13} \),
809,D,\( u=9 t-8 \),1049.0
810,A,\( 150 \),161.0
810,B,\( 105 \),161.0
810,C,\( 90 \),
810,D,\( 65 \),767.0
811,A,always true,1582.0
811,B,sometimes true,
811,C,never true,557.0
811,D,Need more information,
812,A,\( 30 \mathrm{~m} \),1674.0
812,B,\( 6 \mathrm{~m} \),747.0
812,C,\( 60 \mathrm{~m} \),
812,D,\( 16 \mathrm{~m} \),119.0
813,A,\( \frac{3}{7} \),
813,B,\( \frac{3}{6} \),1508.0
813,C,\( \frac{2}{7} \),
813,D,\( \frac{2}{6} \),1508.0
814,A,\( 1.8 \),671.0
814,B,\( 1.5 \),
814,C,\( 1 \),54.0
814,D,\( 1.6 \),1047.0
815,A,\( £ 280 \),
815,B,\( £ 20 \),2138.0
815,C,\( £ 120 \),904.0
815,D,\( £ 28 \),
816,A,\( \begin{array}{c}3+21=24 \\ 0.5+0.8=0.13 \\ 24+0.13=24.13\end{array} \),1898.0
816,B,\( \begin{array}{c}3.5+21=24.5 \\ 24.5+0.8=25.3\end{array} \),1999.0
816,C,\( \begin{array}{c}3+21=24 \\ 0.5+0.8=1.3 \\ 24+1.3=24.13\end{array} \),2305.0
816,D,\( \begin{array}{c}3+21=24 \\ 0.5+0.8=1.3 \\ 24+1.3=25.3\end{array} \),
817,A,\( 125 \mathrm{~cm} \),
817,B,\( 4 \mathrm{~cm} \),2353.0
817,C,\( 6 \mathrm{~cm} \),
817,D,\( 11 \mathrm{~cm} \),
818,A,\( 0.5 \),
818,B,\( 0.05 \),
818,C,\( 0.2 \),760.0
818,D,\( 20 \),2458.0
819,A,\( 14 \),
819,B,\( -14 \),1282.0
819,C,\( 2 \),
819,D,\( -2 \),1805.0
820,A,\( 106220 \mathrm{~m} \),1988.0
820,B,\( 105605 \mathrm{~m} \),1379.0
820,C,\( 105698 \mathrm{~m} \),1379.0
820,D,\( 106502 \mathrm{~m} \),
821,A,\( \frac{8}{m-1} \),
821,B,\( \frac{1}{2(m-1)} \),
821,C,\( \frac{2 m-6}{4 m^{2}-16 m+12} \),792.0
821,D,\( \frac{2}{m-1} \),
822,A,"![A curved graph that starts just above the x-axis on the left and travels right and very gradually up. Just before it reaches the y-axis it travels more steeply up and right, going through a point on the y-axis above the origin and continually steeply rising up and right.]()",
822,B,"![A graph with two curves, in the top right and bottom left quadrants. The top right curves starts up and right of the origin and travels steeply down and right, it then levels off to travel alongside the x-axis without touching it. The bottom left curve starts down and left of the origin, travels steeply up and left, it then levels off just below the x-axis without touching it.]()",2544.0
822,C,"![A curved graph that starts in the top left, travels steeply down and right, turns to travel steeply up and right, to the origin, where it turns around to travel down and right again.]()",1436.0
822,D,"![A curved graph, an upside down symmetrical U shape. It starts in the bottom left, travels steeply up and right, turns at a point on the y-axis above the origin and travels steeply right and down.]()",76.0
823,A,\( 27 \),
823,B,\( 15 \),1288.0
823,C,\( 8 \),1025.0
823,D,\( 23 \),
824,A,"\( 24,988 \)",
824,B,"\( 24,992 \)",878.0
824,C,"\( 24,990 \)",1824.0
824,D,"\( 24,989 \)",
825,A,\( 5 \) and \( 7 \),1946.0
825,B,\( 4 \),
825,C,\( 24 \),573.0
825,D,Impossible to say,
826,A,\( 4700 \),2055.0
826,B,\( 420 \),
826,C,\( 940 \),
826,D,\( 470 \),
827,A,"Only
Jo",2363.0
827,B,"Only
Paul",557.0
827,C,Both Jo and Paul,
827,D,Neither is correct,
828,A,\( £ 30 \),2138.0
828,B,\( £ 36 \),
828,C,\( £ 90 \),
828,D,\( £ 360 \),
829,A,\( m^{2}-5 m+6 \),
829,B,\( m^{2}-m-6 \),
829,C,\( m^{2}+5 m+6 \),1639.0
829,D,\( m^{2}-5 m-6 \),1597.0
830,A,\( 4.1 \),
830,B,\( 3.9 \),
830,C,\( 4.2 \),1214.0
830,D,\( 3.8 \),
831,A,\( 6 \),91.0
831,B,\( 11 \),91.0
831,C,\( p^{2} \),91.0
831,D,\( p \),
832,A,\( 125 \mathrm{~cm}^{3} \),
832,B,\( 15 \mathrm{~cm}^{3} \),1984.0
832,C,\( 25 \mathrm{~cm}^{3} \),554.0
832,D,Not enough information,253.0
833,A,"\( (2,2) \)",1990.0
833,B,"\( (2,0) \)",1990.0
833,C,"\( (0,1) \)",797.0
833,D,"\( (1,2) \)",
834,A,\( (x+7) \),
834,B,\( (x+28) \),1421.0
834,C,\( (x+8) \),
834,D,\( (x-8) \),974.0
835,A,\( 1.8 \),
835,B,\( 2.6 \),
835,C,\( 3.6 \),306.0
835,D,\( 0.18 \),189.0
836,A,\( 6 \),
836,B,\( \frac{1}{4} \),1490.0
836,C,\( 3 \),1057.0
836,D,\( 2 \),1260.0
837,A,\( \begin{array}{l}h(j+2)=60 \\ h(2+j)=-60\end{array} \),1336.0
837,B,\( \begin{array}{l}h(j+2)=42 \\ h(2+j)=24\end{array} \),1336.0
837,C,\( \begin{array}{l}h(j+2)=24 \\ h(2+j)=42\end{array} \),1336.0
837,D,\( \begin{array}{l}h(j+2)=60 \\ h(2+j)=60\end{array} \),
838,A,\( 48 \mathrm{~m}^{2} \),1148.0
838,B,\( 21 \mathrm{~m}^{2} \),
838,C,\( 15 \mathrm{~m}^{2} \),1148.0
838,D,\( 10 \mathrm{~cm}^{2} \),2204.0
839,A,"![A blue box containing a ""greater than"" symbol  and an orange box containing a ""less than"" symbol]()",1880.0
839,B,"![A blue box containing a ""less than"" symbol and an orange box containing a ""less than"" symbol]()",655.0
839,C,"![A blue box containing a ""greater than"" symbol  and an orange box containing a ""greater than"" symbol]()",655.0
839,D,"![A blue box containing a ""less than"" symbol  and an orange box containing a ""greater than"" symbol]()",
840,A,"Only
Tom",1214.0
840,B,Only Katie,
840,C,Both Tom and Katie,
840,D,Neither is correct,381.0
841,A,\( 1 \),
841,B,\( 2 \),1616.0
841,C,\( 4 \),
841,D,\( 0 \),
842,A,\( 5.0 \),1542.0
842,B,\( 0.4 \),1715.0
842,C,\( 0.2 \),
842,D,\( 4.20 \),2308.0
843,A,"Only
Tom",
843,B,"Only
Katie",2312.0
843,C,Both Tom and Katie,2312.0
843,D,Neither is correct,1318.0
844,A,\( 4 \mathrm{~cm} \),1706.0
844,B,\( 48 \mathrm{~cm} \),1706.0
844,C,\( 0 \mathrm{~cm} \),
844,D,\( 72 \mathrm{~cm} \),1887.0
845,A,Only Tom,
845,B,Both Tom and Katie,
845,C,Only Katie,1886.0
845,D,Neither are correct,219.0
846,A,"Only
Tom",
846,B,Only Katie,
846,C,Both Tom and Katie,
846,D,Neither is correct,488.0
847,A,\( (p-2)(p+2) \),838.0
847,B,\( p(p+4) \),
847,C,\( (p+2)(p+2) \),838.0
847,D,"Does not
factorise",
848,A,\( 2 \times 2 \times 3 \times 3 \times 5 \),
848,B,\( 2 \times 3 \times 3 \),842.0
848,C,\( 2 \times 5 \),1950.0
848,D,\( 2 \times 3 \times 5 \),
849,A,\( 271 \),2413.0
849,B,\( 269 \),2413.0
849,C,\( 249 \),
849,D,\( 259 \),
850,A,"Only
Jo",1012.0
850,B,"Only
Paul",
850,C,Both Jo and Paul,
850,D,Neither is correct,
851,A,\( 7 \% \),
851,B,\( \frac{7}{100} \),
851,C,\( 70 \% \),539.0
851,D,\( 0.07 \% \),1965.0
852,A,\( -3 \),391.0
852,B,\( -0.3 \),2515.0
852,C,\( -\frac{1}{3} \),
852,D,There is no possible solution,
853,A,\( 7 \),
853,B,\( 5 \),
853,C,\( 3 \),
853,D,\( 30 \),2154.0
854,A,\( 103 \),2583.0
854,B,\( 125 \),
854,C,\( 121 \),2576.0
854,D,\( 102 \),1427.0
855,A,\( \frac{10 y}{x^{2}(x-3)} \),2134.0
855,B,\( \frac{5 x^{2}}{2 y(x-3)} \),
855,C,\( \frac{5 x^{2}}{x-6 y} \),1911.0
855,D,\( \frac{5 x^{2}}{2 x y-3} \),220.0
856,A,\( 5 \),
856,B,\( 9 \),207.0
856,C,\( 6 \),450.0
856,D,\( 3 \),1927.0
857,A,\( 22 \),834.0
857,B,\( 27 \),
857,C,\( 24 \),
857,D,\( 28 \),
858,A,"Problem P: \( 4+5 \)
Problem Q: \( 4+5 \)",1507.0
858,B,"Problem P: \( 4+5 \)
Problem Q: \( 5^{2} \)",
858,C,"Problem P: \( 5^{2} \)
Problem Q: \( 4+5 \)",
858,D,"Problem P: \( 5^{2} \)
Problem Q: \( 5^{2} \)",2488.0
859,A,\( d=0 \),1924.0
859,B,\( d=1 \),
859,C,\( d=-1 \),1214.0
859,D,\( d=\frac{1}{3} \),1214.0
860,A,\( 2 \),1435.0
860,B,\( -2 \),
860,C,\( 8 \),1435.0
860,D,\( -8 \),
861,A,How many people who live in the \( 7 \) households,
861,B,The total number of TVs in the \( 2 \) households,2024.0
861,C,The mean number of TVs in the \( 7 \) households,1457.0
861,D,The total number of TVs in the \( 7 \) households,
862,A,\( x=0.25 \),57.0
862,B,\( x=-3 \),337.0
862,C,\( x=-0.5 \),
862,D,No solutions,
863,A,\( \frac{3}{2} \),
863,B,\( 3 \frac{1}{2} \),1416.0
863,C,\( \frac{3}{6} \),408.0
863,D,\( \frac{1}{6} \),1374.0
864,A,\( x=-2 \),
864,B,\( x=2 \),1291.0
864,C,\( x=5 \),2573.0
864,D,\( x=10 \),57.0
865,A,\( y=(1-x)(x+5) \),
865,B,\( y=(1-x)(5-x) \),1597.0
865,C,\( y=(x-1)(x+5) \),510.0
865,D,\( y=(x-1)(x-5) \),510.0
866,A,\( 10 \),1824.0
866,B,\( 5 \),
866,C,\( 9 \),
866,D,\( 7 \),626.0
