question_id,question_text,construct,subject,correct_option,correct_text,incorrect_option,incorrect_text,has_math_symbols,misconception_id,misconception_desc,subject_cluster,difficulty,misconception_cluster,misconception_clusterId,misconception_merged,misconception_merged_id
391,"If you translate the star \( 3 \) squares left and \( 2 \) squares down, which letter do you land on? ![Positive coordinate grid from 0 to 8 in the x and y directions with a gold star at (4,4), A at (7,2), B at (2,1), C at (2,2) and D at (1,2)]()",Follow simple directions to translate a shape or object using words not vectors,Translation and Vectors,D,D,A,"1564    A
Name: AnswerText, dtype: object",False,1269,Confuses left and right,Core Mathematical Fundamentals,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
391,"If you translate the star \( 3 \) squares left and \( 2 \) squares down, which letter do you land on? ![Positive coordinate grid from 0 to 8 in the x and y directions with a gold star at (4,4), A at (7,2), B at (2,1), C at (2,2) and D at (1,2)]()",Follow simple directions to translate a shape or object using words not vectors,Translation and Vectors,D,D,C,"1566    C
Name: AnswerText, dtype: object",False,556,"When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares.",Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
392,Which of the following cannot represent a straight line?,Recognise the angles on a straight line relationship,"Basic Angle Facts (straight line, opposite, around a point, etc)",B,"![A straight line, separated into an angle of 150 degrees and an angle of 50 degrees]()",A,"1568    ![A straight line, separated into an angle of ...
Name: AnswerText, dtype: object",False,725,Does not know that angles on a straight line sum to 180 degrees,Graphs & Coordinate Geometry,Easy,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
392,Which of the following cannot represent a straight line?,Recognise the angles on a straight line relationship,"Basic Angle Facts (straight line, opposite, around a point, etc)",B,"![A straight line, separated into an angle of 150 degrees and an angle of 50 degrees]()",C,"1570    ![A straight line, separated into three angles...
Name: AnswerText, dtype: object",False,1707,Misinterprets the meaning of angles on a straight line angle fact,Graphs & Coordinate Geometry,Easy,Fraction Operations & Concepts,1,Fractions_Ratios,2
392,Which of the following cannot represent a straight line?,Recognise the angles on a straight line relationship,"Basic Angle Facts (straight line, opposite, around a point, etc)",B,"![A straight line, separated into an angle of 150 degrees and an angle of 50 degrees]()",D,"1571    ![A straight line, separated into two angles o...
Name: AnswerText, dtype: object",False,725,Does not know that angles on a straight line sum to 180 degrees,Graphs & Coordinate Geometry,Easy,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
393,"These two shapes are similar (not drawn to scale).
What should replace the star? ![Two scalene triangles. The smaller one has sides 5cm and 4cm. On the bigger triangle, the side corresponding to the 5cm is 15cm, and the side corresponding to the 4cm is marked with a star.]()",Solve length problems involving similar shapes where the missing length is the longer one,Length Scale Factors in Similar Shapes,B,\( 12 \mathrm{~cm} \),A,"1572    \( 8 \mathrm{~cm} \)
Name: AnswerText, dtype: object",False,1956,Doubles side length for similar shape instead of using correct scale factor,Geometry & Shapes,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
393,"These two shapes are similar (not drawn to scale).
What should replace the star? ![Two scalene triangles. The smaller one has sides 5cm and 4cm. On the bigger triangle, the side corresponding to the 5cm is 15cm, and the side corresponding to the 4cm is marked with a star.]()",Solve length problems involving similar shapes where the missing length is the longer one,Length Scale Factors in Similar Shapes,B,\( 12 \mathrm{~cm} \),C,"1574    \( 14 \mathrm{~cm} \)
Name: AnswerText, dtype: object",False,912,Thinks adding the same value to each side makes shapes similar,Geometry & Shapes,Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
393,"These two shapes are similar (not drawn to scale).
What should replace the star? ![Two scalene triangles. The smaller one has sides 5cm and 4cm. On the bigger triangle, the side corresponding to the 5cm is 15cm, and the side corresponding to the 4cm is marked with a star.]()",Solve length problems involving similar shapes where the missing length is the longer one,Length Scale Factors in Similar Shapes,B,\( 12 \mathrm{~cm} \),D,"1575    Not enough information
Name: AnswerText, dtype: object",False,2555,Does not understand how to find a scale factor,Geometry & Shapes,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
394,"What is the volume of this cuboid? ![A cuboid with dimensions labelled 10cm, 4cm and 5cm]()",Calculate the volume of a cuboid when the dimensions are given in the same units,Volume of Prisms,C,\( 200 \mathrm{~cm}^{3} \),A,"1576    \( 19 \mathrm{~cm}^{3} \)
Name: AnswerText, dtype: object",False,1984,Adds when calculating volume instead of multiplying,Core Mathematical Fundamentals,Easy,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
394,"What is the volume of this cuboid? ![A cuboid with dimensions labelled 10cm, 4cm and 5cm]()",Calculate the volume of a cuboid when the dimensions are given in the same units,Volume of Prisms,C,\( 200 \mathrm{~cm}^{3} \),B,"1577    \( 50 \mathrm{~cm}^{3} \)
Name: AnswerText, dtype: object",False,554,Finds area of one face when asked for volume,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
394,"What is the volume of this cuboid? ![A cuboid with dimensions labelled 10cm, 4cm and 5cm]()",Calculate the volume of a cuboid when the dimensions are given in the same units,Volume of Prisms,C,\( 200 \mathrm{~cm}^{3} \),D,"1579    \( 220 \mathrm{~cm}^{3} \)
Name: AnswerText, dtype: object",False,746,Finds surface area when asked for volume,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
395,"![Arrow pointing to the left showing -18  and 3 arrows pointing to the left showing -18 in 3 equal parts]() Tom and Katie are trying to write different calculations for the diagram shown.
Tom writes: \( 3 \times(-6)=-18 \)
Katie writes: \( \frac{(-18)}{3}=-6 \)
Who is correct?",Carry out division  problems involving one negative integer,Multiplying and Dividing Negative Numbers,C,Both Tom and Katie,A,"1580    Only Tom
Name: AnswerText, dtype: object",True,34,Believes dividing a negative by a positive gives a positive answer,"Fractions, Decimals & Conversions",Hard,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
395,"![Arrow pointing to the left showing -18  and 3 arrows pointing to the left showing -18 in 3 equal parts]() Tom and Katie are trying to write different calculations for the diagram shown.
Tom writes: \( 3 \times(-6)=-18 \)
Katie writes: \( \frac{(-18)}{3}=-6 \)
Who is correct?",Carry out division  problems involving one negative integer,Multiplying and Dividing Negative Numbers,C,Both Tom and Katie,B,"1581    Only Katie
Name: AnswerText, dtype: object",True,974,Believes multiplying a positive by a negative gives a positive answer,"Fractions, Decimals & Conversions",Hard,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
396,"Eliza is trying to solve the pair of simultaneous equations below.

\( \begin{aligned} -6 g-2 h & = & -2 \\ g-2h & = & 10 \\ \end{aligned} \)

She decides to add them together.
What will she end up with?",Add two equations together to remove a variable ,Simultaneous Equations,D,\( -5 g-4 h=8 \),B,"1585    \( 5 g=8 \)
Name: AnswerText, dtype: object",True,1233,"Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we add the equations.",Core Mathematical Fundamentals,Hard,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
397,"This graph shows the temperature in Dan's garden in a \( 24 \) hour period.
What was the temperature at 12:00? ![Time series graph titled Temperature. Vertical axis is labelled Degrees Centigrade, and horizontal axis is Time. Points plotted are (00:00, -2), (04:00, -4), (08:00, 0), (12:00, 5), (16:00, 8) and (00:00, 0)]()",Interpret continuous data using a line graph,Time Series and Line Graphs,C,\( 5^{\circ} \mathrm{C} \),A,"1588    \( 4^{\circ} \mathrm{C} \)
Name: AnswerText, dtype: object",True,134,Misreads scale,Graphs & Coordinate Geometry,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
397,"This graph shows the temperature in Dan's garden in a \( 24 \) hour period.
What was the temperature at 12:00? ![Time series graph titled Temperature. Vertical axis is labelled Degrees Centigrade, and horizontal axis is Time. Points plotted are (00:00, -2), (04:00, -4), (08:00, 0), (12:00, 5), (16:00, 8) and (00:00, 0)]()",Interpret continuous data using a line graph,Time Series and Line Graphs,C,\( 5^{\circ} \mathrm{C} \),B,"1589    \( 4.5^{\circ} \mathrm{C} \)
Name: AnswerText, dtype: object",True,134,Misreads scale,Graphs & Coordinate Geometry,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
397,"This graph shows the temperature in Dan's garden in a \( 24 \) hour period.
What was the temperature at 12:00? ![Time series graph titled Temperature. Vertical axis is labelled Degrees Centigrade, and horizontal axis is Time. Points plotted are (00:00, -2), (04:00, -4), (08:00, 0), (12:00, 5), (16:00, 8) and (00:00, 0)]()",Interpret continuous data using a line graph,Time Series and Line Graphs,C,\( 5^{\circ} \mathrm{C} \),D,"1591    \( 2.5^{\circ} \mathrm{C} \)
Name: AnswerText, dtype: object",True,134,Misreads scale,Graphs & Coordinate Geometry,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
398,"John's flat is on floor \( 4 \).

The gym is on floor \( -1 \).

How many floors does John need to go down to get from his flat to the gym? ![A vertical number line from -8 to 7 increasing in 1 digit increments]()",Count backwards through zero starting from a positive integer,Adding and Subtracting Negative Numbers,A,\( 5 \),C,"1594    \( 6 \)
Name: AnswerText, dtype: object",True,1824,Counts the starting number when counting backwards,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
398,"John's flat is on floor \( 4 \).

The gym is on floor \( -1 \).

How many floors does John need to go down to get from his flat to the gym? ![A vertical number line from -8 to 7 increasing in 1 digit increments]()",Count backwards through zero starting from a positive integer,Adding and Subtracting Negative Numbers,A,\( 5 \),D,"1595    \( 4 \)
Name: AnswerText, dtype: object",True,1793,Does not count end number when counting,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
399,"When \( h=10 \)
Which of the following pairs of statements is true?",Substitute positive integer values into expressions involving powers or roots,Substitution into Formula,B,\( \begin{array}{l}3 h^{2}=300 \\ (3 h)^{2}=900\end{array} \),A,"1596    \( 3 h^{2}=300 \)\r\n\( (3 h)^{2}=300 \)
Name: AnswerText, dtype: object",True,2488,Answers order of operations questions with brackets as if the brackets are not there,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
399,"When \( h=10 \)
Which of the following pairs of statements is true?",Substitute positive integer values into expressions involving powers or roots,Substitution into Formula,B,\( \begin{array}{l}3 h^{2}=300 \\ (3 h)^{2}=900\end{array} \),C,"1598    \( \begin{array}{l}3 h^{2}=900 \\ (3 h)^{2}=90...
Name: AnswerText, dtype: object",True,2087,Multiplies before applying a power ,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
400,\( 58.2684 \) to \( 1 \) decimal place is....,Round numbers to one decimal place,Rounding to Decimal Places,A,\( 58.3 \),B,"1601    \( 58.2 \)
Name: AnswerText, dtype: object",False,1379,Rounds down instead of up,Core Mathematical Fundamentals,Easy,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
400,\( 58.2684 \) to \( 1 \) decimal place is....,Round numbers to one decimal place,Rounding to Decimal Places,A,\( 58.3 \),C,"1602    \( 59.3 \)
Name: AnswerText, dtype: object",False,2330,Rounds incorrectly by changing multiple place values,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
400,\( 58.2684 \) to \( 1 \) decimal place is....,Round numbers to one decimal place,Rounding to Decimal Places,A,\( 58.3 \),D,"1603    \( 59.2 \)
Name: AnswerText, dtype: object",False,2330,Rounds incorrectly by changing multiple place values,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
