QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,Construct_Subject
631,483,Raise a positive integer to a positive integer power,245,"Squares, Cubes, etc",C,"Jo and Paul are arguing about powers.

Jo says there is no value of \( m \) that means \( 3^{m} \) is even.

Paul says there is no value of \( n \) that means \( 4^{n} \) ends in \( 0 \).
Who is correct?","Raise a positive integer to a positive integer power_Squares, Cubes, etc"
632,1561,Read values off a real life graph,58,Real Life Graphs,B,"Lethna pays at one rate for the first \( 100 \) units of electricity she uses. She pays at a different rate for all the other units of electricity she uses.

How much must she pay for using a total of \( 800 \) units of electricity? ![A graph showing how the cost changes for different numbers of units. The first 100 units cost £0.25 per unit. Then the rate changes to £0.10 per unit.]()",Read values off a real life graph_Real Life Graphs
633,1494,Solve quadratic equations using balancing,65,Quadratic Equations,D,"A student wishes to solve the equation below.

Which of the following is a correct next step?
\(
(d+3)^{2}-25=0
\)

Step \( 1 \)
\(
(d+3)^{2}=25
\)",Solve quadratic equations using balancing_Quadratic Equations
634,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,A,"Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What should replace the star? \(  \bigstar  \pm \sqrt{ ? - ?  } \)",Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 _Quadratic Equations
635,1684,Estimate the size of obtuse angles using bearings,76,Bearings,A,"An exam question asks students to estimate the size of the bearing on the right
Tom writes his answer as: \( 110\degree\)
Katie writes her answer as: \( 190\degree\)

Who would get all the marks for this question in the exam? ![An obtuse angle drawn in a clockwise direction from a vertical north line.]()",Estimate the size of obtuse angles using bearings_Bearings
636,221,Round numbers greater than 1 to two significant figures,215,Rounding to Significant Figures,A,"Tom and Katie are arguing about rounding.

Tom says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 1 \) significant figure is \( \mathbf{6 0 0} \)

Katie says \( \mathbf{6 0 5 . 7 6} \) rounded to \( 2 \) significant figures is \( \mathbf{6 0 0} \)

Who is correct?",Round numbers greater than 1 to two significant figures_Rounding to Significant Figures
637,313,Multiply two decimals together with a different number of decimal places,224,Multiplying and Dividing with Decimals,B,\( 0.15 \times 0.2= \),Multiply two decimals together with a different number of decimal places_Multiplying and Dividing with Decimals
638,1030,Represent a linear inequality with a single tail on a numberline,165,Inequalities on Number Lines,D,Which of the following diagrams represents \( x \leq 1 \) ?,Represent a linear inequality with a single tail on a numberline_Inequalities on Number Lines
639,84,Complete missing number mental addition problems up to 1000 ,203,Mental Addition and Subtraction,C,What number belongs in the box to make the calculation correct? \( 263+\square=900 \),Complete missing number mental addition problems up to 1000 _Mental Addition and Subtraction
640,1806,Find missing angles in a scalene triangle,439,Angles in Triangles,C,What is the size of angle \( k \) ? ![A triangle with one angle of 40 degrees. One angle of 32 degrees and the third angle is labelled k. ](),Find missing angles in a scalene triangle_Angles in Triangles
641,3134,Identify factors of algebraic expressions,219,Factors and Highest Common Factor,D,"Tom and Katie are discussing factors

Tom says \( 4 \) is a common factor of \( 6 x \) and \( 9 y^{2} \)

Katie says \( y \) is a common factor of \( 6 x \) and \( 9 y^{2} \)

Who is correct?",Identify factors of algebraic expressions_Factors and Highest Common Factor
642,1438,Factorise a quadratic expression in the form ax² - c,254,Difference of Two Squares,A,"When factorised, \( 9 x^{2}-16 \) will become...",Factorise a quadratic expression in the form ax² - c_Difference of Two Squares
643,277,Carry out division problems involving negative non-integers,212,Multiplying and Dividing Negative Numbers,A,\( \frac{(-3) \times(-2)}{(-0.2)}= \),Carry out division problems involving negative non-integers_Multiplying and Dividing Negative Numbers
644,1410,Expand two brackets with linear terms in the form (ax + b)(cx + d),51,Expanding Double Brackets,A,"Molly is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The brackets shown are (2p-1)(3p-4). The arrows are pointing at the -1 in the first bracket and the -4 in the second bracket.]()",Expand two brackets with linear terms in the form (ax + b)(cx + d)_Expanding Double Brackets
645,1804,Find missing angles in an isosceles triangle,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,What is the size of angle \( w \) ? ![An isosceles triangle with one of the base angles labelled with a w and the angle vertically opposite the vertex angle labelled with 27 degrees](),"Find missing angles in an isosceles triangle_Basic Angle Facts (straight line, opposite, around a point, etc)"
646,221,Round numbers greater than 1 to two significant figures,215,Rounding to Significant Figures,A,What is \( \mathbf{1 8 7 . 2 5 9} \) rounded to two significant figures?,Round numbers greater than 1 to two significant figures_Rounding to Significant Figures
647,3125,Multiply surds by an integer,249,Operations with Surds,C,"\(9 \times \sqrt{3}\)

Simplify, if possible.",Multiply surds by an integer_Operations with Surds
648,1411,Expand two brackets with linear terms in the form (ax + b)²,51,Expanding Double Brackets,C,"Expand and simplify:
\(
(3 y-4)^{2}
\)",Expand two brackets with linear terms in the form (ax + b)²_Expanding Double Brackets
649,311,Multiply a decimal by an integer,224,Multiplying and Dividing with Decimals,B,"Tom and Katie are discussing multiplying decimals.

Tom says \( 5 \times 3.9=3 \times 5.9 \)

Katie says \( 5 \times 3.9=3.9 \times 5 \)

Who is correct?",Multiply a decimal by an integer_Multiplying and Dividing with Decimals
650,2432,Describe the properties of an isosceles triangle,175,Properties of Triangles,B,Which description describes an isosceles triangle?,Describe the properties of an isosceles triangle_Properties of Triangles
651,3119,Use brackets to write function machines as calculations,70,Writing Expressions,C,"Tom and Katie are arguing about the result of this Function Machine:
Tom says the output is: \( 3 n-12 \)
Katie says the output is: \( 3(n-4) \)
Who is correct? ![A function machine with input n and operations subtract 4, multiply by 3]()",Use brackets to write function machines as calculations_Writing Expressions
652,3513,Describe a term-to-term sequence,173,Other Sequences,D,"Which of the following term-to-term rule describes this sequence?
\[
4, \quad 10, \quad 28, \quad 82, \quad \ldots
\]",Describe a term-to-term sequence_Other Sequences
653,223,Round numbers between 0 and 1 to one significant figure,215,Rounding to Significant Figures,C,"Round this number to \( 1 \) significant figure:
\( 0.00809 \)",Round numbers between 0 and 1 to one significant figure_Rounding to Significant Figures
654,1612,Simplify an algebraic fraction by factorising the numerator,1077,Simplifying Algebraic Fractions,A,"Simplify the following, if possible: \( \frac{m^{2}-2 m-3}{m-3} \)",Simplify an algebraic fraction by factorising the numerator_Simplifying Algebraic Fractions
655,271,Carry out missing number multiplication problems involving negative integers,212,Multiplying and Dividing Negative Numbers,D,"What should replace the star?

\(
(-6) \times \color{gold}\bigstar \color{black} =-8
\)",Carry out missing number multiplication problems involving negative integers_Multiplying and Dividing Negative Numbers
656,471,Recognise cube numbers,246,"Square Roots, Cube Roots, etc",C,What is the first cube number greater than \( 40 \) ?,"Recognise cube numbers_Square Roots, Cube Roots, etc"
657,29,Order integers with the same number of digits,202,Place Value,A,"Tom and Katie are discussing how to order integers

Tom says \( 5000 \) is greater than \( 4987 \)

Katie says \( 3050 \) is greater than \( 3500 \)

Who is correct?",Order integers with the same number of digits_Place Value
658,3074,Work out the y-intercept of a line from an accurate drawing,260,Finding the Gradient and Intercept of a Line from the Equation,B,"Use a graphing program (e.g. Desmos) to plot the following pairs of functions.
\[
y=x^{2} - 4 \quad \text { and } \quad y=x-4
\]

Tom says both functions are linear

Katie says both functions cross the \( y \)-axis at the same point

Who is correct?",Work out the y-intercept of a line from an accurate drawing_Finding the Gradient and Intercept of a Line from the Equation
659,1790,Work out the size of each interior angle in a regular polygon,183,Angles in Polygons,D,Tom and Katie are discussing how to calculate the size of each interior angle in a regular \( 18 \) sided shape Tom says you can do \( \frac{20 \times 180}{18} \) Katie says you can do \( 360-\frac{180}{18} \) Who is correct?,Work out the size of each interior angle in a regular polygon_Angles in Polygons
660,941,Find the gradient of a line written in the form ax + by = c,260,Finding the Gradient and Intercept of a Line from the Equation,D,"A line has equation \( 5 x+3 y=7 \)
What is its gradient?",Find the gradient of a line written in the form ax + by = c_Finding the Gradient and Intercept of a Line from the Equation
661,2574,Calculate the area of a right-angled triangle where the dimensions are given in the same units,75,Area of Simple Shapes,B,"What is the area of this shape? ![Purple, right angled triangle on square grid with area of 5 square units. Base length 5 and perpendicular height 2]()",Calculate the area of a right-angled triangle where the dimensions are given in the same units_Area of Simple Shapes
